 ;spi/pic   06-DEC-2006 AT 14:22:58   align_01_002.pic
 ;                   PSI,       THE,        PHI,         REF#,        EXP# ,    CUM. {INPLANE,    SX,       SY,         NPROJ},        DIFF,     CCROT        INPLANE,      SX,      SY
        79   15   0.0000       255.00       65.436       55.000       79.000       72.742     -0.20303       3.0310       1.0000      -1.0000       1050.8       72.742     -0.20303       3.0310      -1.0000     
        80   15   0.0000       240.00       246.25       45.000       80.000       302.90     -4.21972E-02   5.0396       1.0000      -1.0000       1192.0       302.90     -4.21972E-02   5.0396      -1.0000     
        81   15   0.0000       240.00       284.13       47.000       81.000       131.18       3.2577      -4.5547       1.0000      -1.0000       1193.6       131.18       3.2577      -4.5547      -1.0000     
        82   15   0.0000       45.000       335.91       31.000       82.000       127.23      -1.3984      -7.3128       1.0000      -1.0000       1027.3       127.23      -1.3984      -7.3128       1.0000     
        83   15   0.0000       255.00       16.359       52.000       83.000       200.96     -9.97254E-02  -6.0761       1.0000      -1.0000       1296.4       200.96     -9.97254E-02  -6.0761      -1.0000     
        84   15   0.0000       240.00       189.42       42.000       84.000       200.34      -7.1215      -4.8253       1.0000      -1.0000       1036.1       200.34      -7.1215      -4.8253      -1.0000     
        85   15   0.0000       240.00       246.25       45.000       85.000       270.86      -1.8251      0.60462       1.0000      -1.0000       1172.4       270.86      -1.8251      0.60462      -1.0000     
        86   15   0.0000       60.000       37.884       34.000       86.000       30.492       5.7359      -2.3857       1.0000      -1.0000       964.73       30.492       5.7359      -2.3857       1.0000     
        87   15   0.0000       240.00       303.07       48.000       87.000       324.51      -4.2562      0.31049       1.0000      -1.0000       1304.3       324.51      -4.2562      0.31049      -1.0000     
        88   15   0.0000       90.000       65.436       77.000       88.000       163.61      0.61757      -1.5887       1.0000      -1.0000       1253.0       163.61      0.61757      -1.5887       1.0000     
        89   15   0.0000       75.000       196.31       63.000       89.000       245.70       4.3614      -2.1673       1.0000      -1.0000       1080.5       245.70       4.3614      -2.1673       1.0000     
