 ;bat/dat   27-JAN-2004 AT 12:34:23   PIX453/PIX453doc.dat
 1746 2  1746.0      4.0000    
 1747 2  1747.0      2.0000    
 1748 2  1748.0      4.0000    
 1749 2  1749.0      5.0000    
 1750 2  1750.0      2.0000    
 1751 2  1751.0      5.0000    
 1752 2  1752.0      5.0000    
 1753 2  1753.0      2.0000    
 1754 2  1754.0      1.0000    
 1755 2  1755.0      7.0000    
 1756 2  1756.0      1.0000    
 1757 2  1757.0      2.0000    
 1758 2  1758.0      2.0000    
 1759 2  1759.0      4.0000    
 1760 2  1760.0      2.0000    
 1761 2  1761.0      6.0000    
 1762 2  1762.0      6.0000    
 1763 2  1763.0      6.0000    
 1764 2  1764.0      5.0000    
 1765 2  1765.0      4.0000    
 1766 2  1766.0      2.0000    
 1767 2  1767.0      2.0000    
 1768 2  1768.0      5.0000    
 1769 2  1769.0      2.0000    
 1770 2  1770.0      1.0000    
 1771 2  1771.0      4.0000    
 1772 2  1772.0      4.0000    
 1773 2  1773.0      2.0000    
 1774 2  1774.0      5.0000    
 1775 2  1775.0      4.0000    
 1776 2  1776.0      6.0000    
 1777 2  1777.0      5.0000    
 1778 2  1778.0      5.0000    
 1779 2  1779.0      2.0000    
 1780 2  1780.0      1.0000    
 1781 2  1781.0      7.0000    
 1782 2  1782.0      1.0000    
 1783 2  1783.0      2.0000    
 1784 2  1784.0      6.0000    
 1785 2  1785.0      6.0000    
 1786 2  1786.0      4.0000    
 1787 2  1787.0      1.0000    
 1788 2  1788.0      1.0000    
 1789 2  1789.0      7.0000    
 1790 2  1790.0      5.0000    
 1791 2  1791.0      2.0000    
 1792 2  1792.0      1.0000    
 1793 2  1793.0      2.0000    
 1794 2  1794.0      2.0000    
 1795 2  1795.0      2.0000    
 1796 2  1796.0      2.0000    
 1797 2  1797.0      1.0000    
 1798 2  1798.0      5.0000    
 1799 2  1799.0      2.0000    
 1800 2  1800.0      4.0000    
 1801 2  1801.0      5.0000    
 1802 2  1802.0      1.0000    
 1803 2  1803.0      1.0000    
 1804 2  1804.0      4.0000    
 1805 2  1805.0      1.0000    
 1806 2  1806.0      5.0000    
 1807 2  1807.0      1.0000    
 1808 2  1808.0      5.0000    
 1809 2  1809.0      1.0000    
 1810 2  1810.0      5.0000    
 1811 2  1811.0      4.0000    
 1812 2  1812.0      4.0000    
 1813 2  1813.0      1.0000    
 1814 2  1814.0      4.0000    
 1815 2  1815.0      5.0000    
 1816 2  1816.0      4.0000    
 1817 2  1817.0      2.0000    
 1818 2  1818.0      1.0000    
 1819 2  1819.0      1.0000    
 1820 2  1820.0      1.0000    
 1821 2  1821.0      6.0000    
 1822 2  1822.0      6.0000    
 1823 2  1823.0      6.0000    
 1824 2  1824.0      6.0000    
 1825 2  1825.0      1.0000    
 1826 2  1826.0      2.0000    
 1827 2  1827.0      3.0000    
 1828 2  1828.0      5.0000    
 1829 2  1829.0      1.0000    
 1830 2  1830.0      1.0000    
 1831 2  1831.0      2.0000    
 1832 2  1832.0      5.0000    
 1833 2  1833.0      5.0000    
 1834 2  1834.0      1.0000    
 1835 2  1835.0      5.0000    
 1836 2  1836.0      5.0000    
 1837 2  1837.0      5.0000    
 1838 2  1838.0      4.0000    
 1839 2  1839.0      1.0000    
 1840 2  1840.0      5.0000    
 1841 2  1841.0      5.0000    
 1842 2  1842.0      4.0000    
 1843 2  1843.0      4.0000    
 1844 2  1844.0      2.0000    
 1845 2  1845.0      6.0000    
 1846 2  1846.0      6.0000    
 1847 2  1847.0      2.0000    
 1848 2  1848.0      2.0000    
 1849 2  1849.0      2.0000    
 1850 2  1850.0      5.0000    
 1851 2  1851.0      1.0000    
 1852 2  1852.0      1.0000    
 1853 2  1853.0      4.0000    
 1854 2  1854.0      2.0000    
 1855 2  1855.0      2.0000    
 1856 2  1856.0      1.0000    
 1857 2  1857.0      2.0000    
 1858 2  1858.0      5.0000    
 1859 2  1859.0      1.0000    
 1860 2  1860.0      5.0000    
 1861 2  1861.0      2.0000    
 1862 2  1862.0      2.0000    
 1863 2  1863.0      1.0000    
 1864 2  1864.0      2.0000    
 1865 2  1865.0      2.0000    
 1866 2  1866.0      1.0000    
 1867 2  1867.0      5.0000    
 1868 2  1868.0      2.0000    
 1869 2  1869.0      2.0000    
 1870 2  1870.0      4.0000    
 1871 2  1871.0      1.0000    
 1872 2  1872.0      5.0000    
 1873 2  1873.0      2.0000    
 1874 2  1874.0      2.0000    
 1875 2  1875.0      2.0000    
 1876 2  1876.0      5.0000    
 1877 2  1877.0      5.0000    
 1878 2  1878.0      2.0000    
 1879 2  1879.0      5.0000    
 1880 2  1880.0      4.0000    
 1881 2  1881.0      5.0000    
 1882 2  1882.0      6.0000    
 1883 2  1883.0      2.0000    
 1884 2  1884.0      6.0000    
 1885 2  1885.0      6.0000    
 1886 2  1886.0      1.0000    
 1887 2  1887.0      5.0000    
 1888 2  1888.0      7.0000    
 1889 2  1889.0      2.0000    
 1890 2  1890.0      4.0000    
 1891 2  1891.0      2.0000    
 1892 2  1892.0      3.0000    
 1893 2  1893.0      5.0000    
 1894 2  1894.0      5.0000    
 1895 2  1895.0      5.0000    
 1896 2  1896.0      2.0000    
 1897 2  1897.0      1.0000    
 1898 2  1898.0      4.0000    
 1899 2  1899.0      7.0000    
 1900 2  1900.0      7.0000    
 1901 2  1901.0      2.0000    
 1902 2  1902.0      2.0000    
 1903 2  1903.0      1.0000    
 1904 2  1904.0      1.0000    
 1905 2  1905.0      4.0000    
 1906 2  1906.0      1.0000    
 1907 2  1907.0      6.0000    
 1908 2  1908.0      6.0000    
 1909 2  1909.0      2.0000    
 1910 2  1910.0      2.0000    
 1911 2  1911.0      2.0000    
 1912 2  1912.0      5.0000    
 1913 2  1913.0      1.0000    
 1914 2  1914.0      5.0000    
 1915 2  1915.0      4.0000    
 1916 2  1916.0      5.0000    
 1917 2  1917.0      4.0000    
 1918 2  1918.0      5.0000    
 1919 2  1919.0      2.0000    
 1920 2  1920.0      1.0000    
 1921 2  1921.0      1.0000    
 1922 2  1922.0      5.0000    
 1923 2  1923.0      2.0000    
 1924 2  1924.0      2.0000    
 1925 2  1925.0      2.0000    
 1926 2  1926.0      1.0000    
 1927 2  1927.0      5.0000    
 1928 2  1928.0      4.0000    
 1929 2  1929.0      2.0000    
 1930 2  1930.0      1.0000    
 1931 2  1931.0      1.0000    
 1932 2  1932.0      5.0000    
 1933 2  1933.0      5.0000    
 1934 2  1934.0      1.0000    
 1935 2  1935.0      5.0000    
 1936 2  1936.0      1.0000    
 1937 2  1937.0      2.0000    
 1938 2  1938.0      5.0000    
 1939 2  1939.0      5.0000    
 1940 2  1940.0      1.0000    
 1941 2  1941.0      2.0000    
 1942 2  1942.0      2.0000    
 1943 2  1943.0      6.0000    
 1944 2  1944.0      6.0000    
 1945 2  1945.0      6.0000    
 1946 2  1946.0      6.0000    
 1947 2  1947.0      5.0000    
 1948 2  1948.0      6.0000    
 1949 2  1949.0      4.0000    
 1950 2  1950.0      2.0000    
 1951 2  1951.0      1.0000    
 1952 2  1952.0      5.0000    
 1953 2  1953.0      5.0000    
 1954 2  1954.0      2.0000    
 1955 2  1955.0      4.0000    
 1956 2  1956.0      1.0000    
 1957 2  1957.0      1.0000    
 1958 2  1958.0      7.0000    
 1959 2  1959.0      5.0000    
 1960 2  1960.0      4.0000    
 1961 2  1961.0      2.0000    
 1962 2  1962.0      5.0000    
 1963 2  1963.0      1.0000    
 1964 2  1964.0      1.0000    
 1965 2  1965.0      4.0000    
 1966 2  1966.0      5.0000    
 1967 2  1967.0      6.0000    
 1968 2  1968.0      6.0000    
 1969 2  1969.0      5.0000    
 1970 2  1970.0      1.0000    
 1971 2  1971.0      2.0000    
 1972 2  1972.0      1.0000    
 1973 2  1973.0      4.0000    
 1974 2  1974.0      2.0000    
 1975 2  1975.0      5.0000    
 1976 2  1976.0      1.0000    
 1977 2  1977.0      7.0000    
 1978 2  1978.0      7.0000    
 1979 2  1979.0      7.0000    
 1980 2  1980.0      7.0000    
 1981 2  1981.0      7.0000    
 1982 2  1982.0      7.0000    
 1983 2  1983.0      1.0000    
 1984 2  1984.0      4.0000    
 1985 2  1985.0      4.0000    
 1986 2  1986.0      2.0000    
 1987 2  1987.0      1.0000    
 1988 2  1988.0      4.0000    
 1989 2  1989.0      7.0000    
 1990 2  1990.0      7.0000    
 1991 2  1991.0      7.0000    
 1992 2  1992.0      7.0000    
 1993 2  1993.0      7.0000    
 1994 2  1994.0      7.0000    
 1995 2  1995.0      4.0000    
 1996 2  1996.0      2.0000    
 1997 2  1997.0      5.0000    
 1998 2  1998.0      1.0000    
 1999 2  1999.0      4.0000    
 2000 2  2000.0      5.0000    
 2001 2  2001.0      4.0000    
 2002 2  2002.0      6.0000    
 2003 2  2003.0      6.0000    
 2004 2  2004.0      6.0000    
 2005 2  2005.0      6.0000    
 2006 2  2006.0      3.0000    
 2007 2  2007.0      2.0000    
 2008 2  2008.0      5.0000    
 2009 2  2009.0      5.0000    
 2010 2  2010.0      2.0000    
 2011 2  2011.0      4.0000    
 2012 2  2012.0      2.0000    
 2013 2  2013.0      5.0000    
 2014 2  2014.0      2.0000    
 2015 2  2015.0      1.0000    
 2016 2  2016.0      5.0000    
 2017 2  2017.0      2.0000    
 2018 2  2018.0      1.0000    
 2019 2  2019.0      5.0000    
 2020 2  2020.0      5.0000    
 2021 2  2021.0      5.0000    
 2022 2  2022.0      7.0000    
 2023 2  2023.0      7.0000    
 2024 2  2024.0      2.0000    
 2025 2  2025.0      2.0000    
 2026 2  2026.0      4.0000    
 2027 2  2027.0      6.0000    
 2028 2  2028.0      6.0000    
 2029 2  2029.0      7.0000    
 2030 2  2030.0      5.0000    
 2031 2  2031.0      1.0000    
 2032 2  2032.0      1.0000    
 2033 2  2033.0      5.0000    
 2034 2  2034.0      1.0000    
 2035 2  2035.0      5.0000    
 2036 2  2036.0      7.0000    
 2037 2  2037.0      7.0000    
 2038 2  2038.0      7.0000    
 2039 2  2039.0      7.0000    
 2040 2  2040.0      7.0000    
 2041 2  2041.0      7.0000    
 2042 2  2042.0      4.0000    
 2043 2  2043.0      2.0000    
 2044 2  2044.0      5.0000    
 2045 2  2045.0      5.0000    
 2046 2  2046.0      4.0000    
 2047 2  2047.0      5.0000    
 2048 2  2048.0      7.0000    
 2049 2  2049.0      7.0000    
 2050 2  2050.0      7.0000    
 2051 2  2051.0      7.0000    
 2052 2  2052.0      7.0000    
 2053 2  2053.0      7.0000    
 2054 2  2054.0      4.0000    
 2055 2  2055.0      1.0000    
 2056 2  2056.0      4.0000    
 2057 2  2057.0      4.0000    
 2058 2  2058.0      2.0000    
 2059 2  2059.0      2.0000    
 2060 2  2060.0      2.0000    
 2061 2  2061.0      6.0000    
 2062 2  2062.0      6.0000    
 2063 2  2063.0      6.0000    
 2064 2  2064.0      4.0000    
 2065 2  2065.0      1.0000    
 2066 2  2066.0      5.0000    
 2067 2  2067.0      1.0000    
 2068 2  2068.0      4.0000    
 2069 2  2069.0      5.0000    
 2070 2  2070.0      1.0000    
 2071 2  2071.0      2.0000    
 2072 2  2072.0      2.0000    
 2073 2  2073.0      2.0000    
 2074 2  2074.0      2.0000    
 2075 2  2075.0      1.0000    
 2076 2  2076.0      4.0000    
 2077 2  2077.0      3.0000    
 2078 2  2078.0      5.0000    
 2079 2  2079.0      1.0000    
 2080 2  2080.0      5.0000    
 2081 2  2081.0      2.0000    
 2082 2  2082.0      5.0000    
 2083 2  2083.0      4.0000    
 2084 2  2084.0      7.0000    
 2085 2  2085.0      1.0000    
 2086 2  2086.0      6.0000    
 2087 2  2087.0      6.0000    
 2088 2  2088.0      5.0000    
 2089 2  2089.0      4.0000    
 2090 2  2090.0      1.0000    
 2091 2  2091.0      2.0000    
 2092 2  2092.0      2.0000    
 2093 2  2093.0      1.0000    
 2094 2  2094.0      4.0000    
 2095 2  2095.0      7.0000    
 2096 2  2096.0      7.0000    
 2097 2  2097.0      7.0000    
 2098 2  2098.0      7.0000    
 2099 2  2099.0      7.0000    
 2100 2  2100.0      7.0000    
 2101 2  2101.0      5.0000    
 2102 2  2102.0      7.0000    
 2103 2  2103.0      5.0000    
 2104 2  2104.0      4.0000    
 2105 2  2105.0      4.0000    
 2106 2  2106.0      5.0000    
 2107 2  2107.0      7.0000    
 2108 2  2108.0      7.0000    
 2109 2  2109.0      7.0000    
 2110 2  2110.0      7.0000    
 2111 2  2111.0      7.0000    
 2112 2  2112.0      7.0000    
 2113 2  2113.0      4.0000    
 2114 2  2114.0      1.0000    
 2115 2  2115.0      2.0000    
 2116 2  2116.0      1.0000    
 2117 2  2117.0      5.0000    
 2118 2  2118.0      4.0000    
 2119 2  2119.0      2.0000    
 2120 2  2120.0      6.0000    
 2121 2  2121.0      6.0000    
 2122 2  2122.0      6.0000    
 2123 2  2123.0      1.0000    
 2124 2  2124.0      1.0000    
 2125 2  2125.0      8.0000    
 2126 2  2126.0      1.0000    
 2127 2  2127.0      1.0000    
 2128 2  2128.0      2.0000    
 2129 2  2129.0      4.0000    
 2130 2  2130.0      4.0000    
 2131 2  2131.0      1.0000    
 2132 2  2132.0      4.0000    
 2133 2  2133.0      5.0000    
 2134 2  2134.0      4.0000    
 2135 2  2135.0      7.0000    
 2136 2  2136.0      1.0000    
 2137 2  2137.0      2.0000    
 2138 2  2138.0      2.0000    
 2139 2  2139.0      5.0000    
 2140 2  2140.0      5.0000    
 2141 2  2141.0      1.0000    
 2142 2  2142.0      2.0000    
 2143 2  2143.0      5.0000    
 2144 2  2144.0      2.0000    
 2145 2  2145.0      6.0000    
 2146 2  2146.0      6.0000    
 2147 2  2147.0      1.0000    
 2148 2  2148.0      1.0000    
 2149 2  2149.0      1.0000    
 2150 2  2150.0      1.0000    
 2151 2  2151.0      3.0000    
 2152 2  2152.0      5.0000    
 2153 2  2153.0      7.0000    
 2154 2  2154.0      7.0000    
 2155 2  2155.0      7.0000    
 2156 2  2156.0      7.0000    
 2157 2  2157.0      7.0000    
 2158 2  2158.0      7.0000    
 2159 2  2159.0      2.0000    
 2160 2  2160.0      1.0000    
 2161 2  2161.0      5.0000    
 2162 2  2162.0      2.0000    
 2163 2  2163.0      3.0000    
 2164 2  2164.0      4.0000    
 2165 2  2165.0      7.0000    
 2166 2  2166.0      7.0000    
 2167 2  2167.0      7.0000    
 2168 2  2168.0      7.0000    
 2169 2  2169.0      7.0000    
 2170 2  2170.0      7.0000    
 2171 2  2171.0      1.0000    
 2172 2  2172.0      5.0000    
 2173 2  2173.0      5.0000    
 2174 2  2174.0      4.0000    
 2175 2  2175.0      1.0000    
 2176 2  2176.0      1.0000    
 2177 2  2177.0      6.0000    
 2178 2  2178.0      6.0000    
 2179 2  2179.0      6.0000    
 2180 2  2180.0      4.0000    
 2181 2  2181.0      5.0000    
 2182 2  2182.0      7.0000    
 2183 2  2183.0      1.0000    
 2184 2  2184.0      4.0000    
 2185 2  2185.0      1.0000    
 2186 2  2186.0      1.0000    
 2187 2  2187.0      7.0000    
 2188 2  2188.0      4.0000    
 2189 2  2189.0      5.0000    
 2190 2  2190.0      4.0000    
 2191 2  2191.0      4.0000    
 2192 2  2192.0      1.0000    
 2193 2  2193.0      2.0000    
 2194 2  2194.0      1.0000    
 2195 2  2195.0      2.0000    
 2196 2  2196.0      1.0000    
 2197 2  2197.0      4.0000    
 2198 2  2198.0      1.0000    
 2199 2  2199.0      8.0000    
 2200 2  2200.0      4.0000    
 2201 2  2201.0      7.0000    
 2202 2  2202.0      6.0000    
 2203 2  2203.0      6.0000    
 2204 2  2204.0      1.0000    
 2205 2  2205.0      4.0000    
 2206 2  2206.0      5.0000    
 2207 2  2207.0      1.0000    
 2208 2  2208.0      2.0000    
 2209 2  2209.0      5.0000    
 2210 2  2210.0      7.0000    
 2211 2  2211.0      7.0000    
 2212 2  2212.0      7.0000    
 2213 2  2213.0      7.0000    
 2214 2  2214.0      7.0000    
 2215 2  2215.0      7.0000    
 2216 2  2216.0      5.0000    
 2217 2  2217.0      1.0000    
 2218 2  2218.0      1.0000    
 2219 2  2219.0      4.0000    
 2220 2  2220.0      2.0000    
 2221 2  2221.0      2.0000    
 2222 2  2222.0      7.0000    
 2223 2  2223.0      7.0000    
 2224 2  2224.0      7.0000    
 2225 2  2225.0      7.0000    
 2226 2  2226.0      7.0000    
 2227 2  2227.0      7.0000    
 2228 2  2228.0      5.0000    
 2229 2  2229.0      4.0000    
 2230 2  2230.0      2.0000    
 2231 2  2231.0      1.0000    
 2232 2  2232.0      7.0000    
 2233 2  2233.0      4.0000    
 2234 2  2234.0      6.0000    
 2235 2  2235.0      6.0000    
 2236 2  2236.0      6.0000    
 2237 2  2237.0      4.0000    
 2238 2  2238.0      1.0000    
 2239 2  2239.0      2.0000    
 2240 2  2240.0      4.0000    
 2241 2  2241.0      2.0000    
 2242 2  2242.0      2.0000    
 2243 2  2243.0      5.0000    
 2244 2  2244.0      1.0000    
 2245 2  2245.0      8.0000    
 2246 2  2246.0      5.0000    
 2247 2  2247.0      5.0000    
 2248 2  2248.0      4.0000    
 2249 2  2249.0      5.0000    
 2250 2  2250.0      6.0000    
 2251 2  2251.0      5.0000    
 2252 2  2252.0      2.0000    
 2253 2  2253.0      2.0000    
 2254 2  2254.0      4.0000    
 2255 2  2255.0      5.0000    
 2256 2  2256.0      4.0000    
 2257 2  2257.0      2.0000    
 2258 2  2258.0      2.0000    
 2259 2  2259.0      2.0000    
 2260 2  2260.0      6.0000    
 2261 2  2261.0      6.0000    
 2262 2  2262.0      2.0000    
 2263 2  2263.0      4.0000    
 2264 2  2264.0      1.0000    
 2265 2  2265.0      5.0000    
 2266 2  2266.0      1.0000    
 2267 2  2267.0      7.0000    
 2268 2  2268.0      7.0000    
 2269 2  2269.0      7.0000    
 2270 2  2270.0      7.0000    
 2271 2  2271.0      7.0000    
 2272 2  2272.0      7.0000    
 2273 2  2273.0      7.0000    
 2274 2  2274.0      5.0000    
 2275 2  2275.0      2.0000    
 2276 2  2276.0      5.0000    
 2277 2  2277.0      5.0000    
 2278 2  2278.0      4.0000    
 2279 2  2279.0      7.0000    
 2280 2  2280.0      7.0000    
 2281 2  2281.0      7.0000    
 2282 2  2282.0      7.0000    
 2283 2  2283.0      7.0000    
 2284 2  2284.0      7.0000    
 2285 2  2285.0      5.0000    
 2286 2  2286.0      5.0000    
 2287 2  2287.0      4.0000    
 2288 2  2288.0      2.0000    
 2289 2  2289.0      4.0000    
 2290 2  2290.0      6.0000    
 2291 2  2291.0      6.0000    
 2292 2  2292.0      6.0000    
 2293 2  2293.0      8.0000    
 2294 2  2294.0      4.0000    
 2295 2  2295.0      5.0000    
 2296 2  2296.0      7.0000    
 2297 2  2297.0      1.0000    
 2298 2  2298.0      4.0000    
 2299 2  2299.0      2.0000    
 2300 2  2300.0      1.0000    
 2301 2  2301.0      5.0000    
 2302 2  2302.0      4.0000    
 2303 2  2303.0      5.0000    
 2304 2  2304.0      1.0000    
 2305 2  2305.0      4.0000    
 2306 2  2306.0      2.0000    
 2307 2  2307.0      4.0000    
 2308 2  2308.0      1.0000    
 2309 2  2309.0      3.0000    
 2310 2  2310.0      2.0000    
 2311 2  2311.0      7.0000    
 2312 2  2312.0      5.0000    
 2313 2  2313.0      2.0000    
 2314 2  2314.0      4.0000    
 2315 2  2315.0      1.0000    
 2316 2  2316.0      1.0000    
 2317 2  2317.0      6.0000    
 2318 2  2318.0      6.0000    
 2319 2  2319.0      2.0000    
 2320 2  2320.0      1.0000    
 2321 2  2321.0      4.0000    
 2322 2  2322.0      1.0000    
 2323 2  2323.0      5.0000    
 2324 2  2324.0      2.0000    
 2325 2  2325.0      2.0000    
 2326 2  2326.0      2.0000    
 2327 2  2327.0      2.0000    
 2328 2  2328.0      1.0000    
 2329 2  2329.0      5.0000    
 2330 2  2330.0      1.0000    
 2331 2  2331.0      4.0000    
 2332 2  2332.0      4.0000    
 2333 2  2333.0      1.0000    
 2334 2  2334.0      1.0000    
 2335 2  2335.0      5.0000    
 2336 2  2336.0      4.0000    
 2337 2  2337.0      2.0000    
 2338 2  2338.0      2.0000    
 2339 2  2339.0      1.0000    
 2340 2  2340.0      5.0000    
 2341 2  2341.0      5.0000    
 2342 2  2342.0      2.0000    
 2343 2  2343.0      2.0000    
 2344 2  2344.0      1.0000    
 2345 2  2345.0      6.0000    
 2346 2  2346.0      6.0000    
 2347 2  2347.0      6.0000    
 2348 2  2348.0      5.0000    
 2349 2  2349.0      5.0000    
 2350 2  2350.0      4.0000    
 2351 2  2351.0      5.0000    
 2352 2  2352.0      5.0000    
 2353 2  2353.0      2.0000    
 2354 2  2354.0      1.0000    
 2355 2  2355.0      1.0000    
 2356 2  2356.0      1.0000    
 2357 2  2357.0      4.0000    
 2358 2  2358.0      4.0000    
 2359 2  2359.0      7.0000    
 2360 2  2360.0      1.0000    
 2361 2  2361.0      5.0000    
 2362 2  2362.0      2.0000    
 2363 2  2363.0      1.0000    
 2364 2  2364.0      4.0000    
 2365 2  2365.0      2.0000    
 2366 2  2366.0      8.0000    
 2367 2  2367.0      1.0000    
 2368 2  2368.0      4.0000    
 2369 2  2369.0      2.0000    
 2370 2  2370.0      5.0000    
 2371 2  2371.0      4.0000    
 2372 2  2372.0      1.0000    
 2373 2  2373.0      6.0000    
 2374 2  2374.0      2.0000    
 2375 2  2375.0      5.0000    
 2376 2  2376.0      2.0000    
 2377 2  2377.0      1.0000    
 2378 2  2378.0      4.0000    
 2379 2  2379.0      1.0000    
 2380 2  2380.0      5.0000    
 2381 2  2381.0      5.0000    
 2382 2  2382.0      1.0000    
 2383 2  2383.0      5.0000    
 2384 2  2384.0      5.0000    
 2385 2  2385.0      1.0000    
 2386 2  2386.0      5.0000    
 2387 2  2387.0      5.0000    
 2388 2  2388.0      1.0000    
 2389 2  2389.0      5.0000    
 2390 2  2390.0      4.0000    
 2391 2  2391.0      2.0000    
 2392 2  2392.0      2.0000    
 2393 2  2393.0      1.0000    
 2394 2  2394.0      5.0000    
 2395 2  2395.0      5.0000    
 2396 2  2396.0      1.0000    
 2397 2  2397.0      5.0000    
 2398 2  2398.0      5.0000    
 2399 2  2399.0      2.0000    
 2400 2  2400.0      6.0000    
 2401 2  2401.0      6.0000    
 2402 2  2402.0      4.0000    
 2403 2  2403.0      5.0000    
 2404 2  2404.0      7.0000    
 2405 2  2405.0      4.0000    
 2406 2  2406.0      4.0000    
 2407 2  2407.0      5.0000    
 2408 2  2408.0      2.0000    
 2409 2  2409.0      7.0000    
 2410 2  2410.0      1.0000    
 2411 2  2411.0      1.0000    
 2412 2  2412.0      7.0000    
 2413 2  2413.0      4.0000    
 2414 2  2414.0      4.0000    
 2415 2  2415.0      1.0000    
 2416 2  2416.0      2.0000    
 2417 2  2417.0      1.0000    
 2418 2  2418.0      1.0000    
 2419 2  2419.0      4.0000    
 2420 2  2420.0      4.0000    
 2421 2  2421.0      2.0000    
 2422 2  2422.0      4.0000    
 2423 2  2423.0      2.0000    
 2424 2  2424.0      4.0000    
 2425 2  2425.0      4.0000    
 2426 2  2426.0      1.0000    
 2427 2  2427.0      5.0000    
 2428 2  2428.0      6.0000    
 2429 2  2429.0      2.0000    
 2430 2  2430.0      5.0000    
 2431 2  2431.0      5.0000    
 2432 2  2432.0      5.0000    
 2433 2  2433.0      2.0000    
 2434 2  2434.0      5.0000    
 2435 2  2435.0      4.0000    
 2436 2  2436.0      1.0000    
 2437 2  2437.0      5.0000    
 2438 2  2438.0      1.0000    
 2439 2  2439.0      2.0000    
 2440 2  2440.0      5.0000    
 2441 2  2441.0      7.0000    
 2442 2  2442.0      2.0000    
 2443 2  2443.0      5.0000    
 2444 2  2444.0      5.0000    
 2445 2  2445.0      4.0000    
 2446 2  2446.0      2.0000    
 2447 2  2447.0      1.0000    
 2448 2  2448.0      1.0000    
 2449 2  2449.0      4.0000    
 2450 2  2450.0      1.0000    
 2451 2  2451.0      2.0000    
 2452 2  2452.0      4.0000    
 2453 2  2453.0      6.0000    
 2454 2  2454.0      6.0000    
 2455 2  2455.0      4.0000    
 2456 2  2456.0      2.0000    
 2457 2  2457.0      2.0000    
 2458 2  2458.0      3.0000    
 2459 2  2459.0      2.0000    
 2460 2  2460.0      5.0000    
 2461 2  2461.0      2.0000    
 2462 2  2462.0      1.0000    
 2463 2  2463.0      2.0000    
 2464 2  2464.0      2.0000    
 2465 2  2465.0      4.0000    
 2466 2  2466.0      7.0000    
 2467 2  2467.0      4.0000    
 2468 2  2468.0      4.0000    
 2469 2  2469.0      5.0000    
 2470 2  2470.0      1.0000    
 2471 2  2471.0      1.0000    
 2472 2  2472.0      1.0000    
 2473 2  2473.0      1.0000    
 2474 2  2474.0      5.0000    
 2475 2  2475.0      2.0000    
 2476 2  2476.0      1.0000    
 2477 2  2477.0      7.0000    
 2478 2  2478.0      5.0000    
 2479 2  2479.0      1.0000    
 2480 2  2480.0      1.0000    
 2481 2  2481.0      6.0000    
 2482 2  2482.0      2.0000    
 2483 2  2483.0      5.0000    
 2484 2  2484.0      1.0000    
 2485 2  2485.0      2.0000    
 2486 2  2486.0      2.0000    
 2487 2  2487.0      1.0000    
 2488 2  2488.0      1.0000    
 2489 2  2489.0      2.0000    
 2490 2  2490.0      2.0000    
 2491 2  2491.0      1.0000    
 2492 2  2492.0      1.0000    
 2493 2  2493.0      5.0000    
 2494 2  2494.0      2.0000    
 2495 2  2495.0      2.0000    
 2496 2  2496.0      5.0000    
 2497 2  2497.0      2.0000    
 2498 2  2498.0      1.0000    
 2499 2  2499.0      2.0000    
 2500 2  2500.0      2.0000    
 2501 2  2501.0      1.0000    
 2502 2  2502.0      1.0000    
 2503 2  2503.0      2.0000    
 2504 2  2504.0      6.0000    
 2505 2  2505.0      6.0000    
 2506 2  2506.0      8.0000    
 2507 2  2507.0      6.0000    
 2508 2  2508.0      4.0000    
 2509 2  2509.0      2.0000    
 2510 2  2510.0      2.0000    
 2511 2  2511.0      8.0000    
 2512 2  2512.0      4.0000    
 2513 2  2513.0      5.0000    
 2514 2  2514.0      6.0000    
 2515 2  2515.0      1.0000    
 2516 2  2516.0      1.0000    
 2517 2  2517.0      5.0000    
 2518 2  2518.0      4.0000    
 2519 2  2519.0      4.0000    
 2520 2  2520.0      4.0000    
 2521 2  2521.0      2.0000    
 2522 2  2522.0      4.0000    
 2523 2  2523.0      5.0000    
 2524 2  2524.0      7.0000    
 2525 2  2525.0      7.0000    
 2526 2  2526.0      2.0000    
 2527 2  2527.0      2.0000    
 2528 2  2528.0      2.0000    
 2529 2  2529.0      1.0000    
 2530 2  2530.0      4.0000    
 2531 2  2531.0      8.0000    
 2532 2  2532.0      5.0000    
 2533 2  2533.0      1.0000    
 2534 2  2534.0      6.0000    
 2535 2  2535.0      1.0000    
 2536 2  2536.0      4.0000    
 2537 2  2537.0      5.0000    
 2538 2  2538.0      5.0000    
 2539 2  2539.0      2.0000    
 2540 2  2540.0      4.0000    
 2541 2  2541.0      4.0000    
 2542 2  2542.0      1.0000    
 2543 2  2543.0      4.0000    
 2544 2  2544.0      1.0000    
 2545 2  2545.0      5.0000    
 2546 2  2546.0      1.0000    
 2547 2  2547.0      5.0000    
 2548 2  2548.0      5.0000    
 2549 2  2549.0      4.0000    
 2550 2  2550.0      2.0000    
 2551 2  2551.0      2.0000    
 2552 2  2552.0      1.0000    
 2553 2  2553.0      6.0000    
 2554 2  2554.0      6.0000    
 2555 2  2555.0      4.0000    
 2556 2  2556.0      1.0000    
 2557 2  2557.0      5.0000    
 2558 2  2558.0      5.0000    
 2559 2  2559.0      7.0000    
 2560 2  2560.0      4.0000    
 2561 2  2561.0      5.0000    
 2562 2  2562.0      6.0000    
 2563 2  2563.0      1.0000    
 2564 2  2564.0      2.0000    
 2565 2  2565.0      7.0000    
 2566 2  2566.0      1.0000    
